,AGENCYNAME,CITY,STATE,COUNTY,FIPS,ORI9,POPSERVED,AGENCYTYPE,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,Poverty,Unemployment,gun_homicide_rate_smoothed,lat,lng,PERS_TOTAL,OPER_DIS,PERS_WHITE,FRAC_WHITE,PERS_BLACK,FRAC_BLACK,PERS_HISP,POL_CULTAW,FRAC_HISP,CP_MISSION,CP_PLAN,POL_MENTILL,PERS_CULTURE,PERS_CONFLICT
228,LEWIS COUNTY SHERIFF'S OFFICE,HOHENWALD,TN,LEWIS,47101,TN0510000,11904,2,TN,Lewis,11944.0,6016.0,5928.0,2.1,93.5,1.6,0.0,1.9,0.0,36621.0,19.6,7.7,3.6,35.4962054,-87.50000820000001,16,5000,16,1.0,0,0.0,0,2,0.0,-8,1,1,1,2
239,ORANGEBURG COUNTY SHERIFF'S OFFICE,ORANGEBURG,SC,ORANGEBURG,45075,SC0380000,87903,2,SC,Orangeburg,90575.0,42660.0,47915.0,2.0,33.6,61.6,0.3,1.0,0.0,34218.0,23.5,12.8,6.5,33.4918203,-80.8556476,92,9572,34,0.3695652173913043,57,0.6195652173913043,0,2,0.0,1,1,2,2,2
244,PROVIDENCE POLICE,PROVIDENCE,RI,PROVIDENCE,44007,RI0040900,179219,1,RI,Providence,630459.0,305247.0,325212.0,20.3,64.0,7.8,0.4,4.0,0.1,49743.0,17.7,9.5,0.9,41.8239891,-71.4128343,401,130730,306,0.7630922693266833,34,0.08478802992518704,50,1,0.12468827930174564,1,1,1,1,1
246,AMBLER BOROUGH POLICE DEPARTMENT,AMBLER,PA,MONTGOMERY,42091,PA0460200,6500,1,PA,Montgomery,812970.0,394888.0,418082.0,4.6,77.4,8.7,0.1,7.0,0.0,80675.0,6.6,6.4,6.5,41.1703592,-76.87690759999998,12,1600,12,1.0,0,0.0,0,2,0.0,-8,2,2,1,1
250,BUCKINGHAM TOWNSHIP POLICE DEPARTMENT,BUCKINGHAM,PA, ,42017,PA0094700,20306,1,PA,Bucks,626583.0,307126.0,319457.0,4.7,85.5,3.7,0.1,4.3,0.0,77568.0,6.0,7.0,6.3,40.410796399999995,-75.2479061,21,12000,21,1.0,0,0.0,0,2,0.0,1,1,1,2,2
252,CASTLE SHANNON BOROUGH POLICE DEPARTMENT,CASTLE SHANNON,PA,ALLEGHENY COUNTY,42003,PA0025700,8228,1,PA,Allegheny,1231145.0,592511.0,638634.0,1.8,79.6,12.9,0.1,3.3,0.0,53040.0,13.0,7.1,4.7,40.4450813,-80.0087746,14,5000,14,1.0,0,0.0,0,1,0.0,1,2,1,2,2
253,CITY OF SAINT MARYS POLICE DEPARTMENT,SAINT MARYS,PA,ELK,42047,PA0240300,12499,1,PA,Elk,31370.0,15557.0,15813.0,0.7,97.6,0.5,0.2,0.4,0.0,46671.0,8.8,5.2,0.9,41.4284924,-78.5660852,14,6000,14,1.0,0,0.0,0,2,0.0,2,2,1,2,2
263,HATBORO BOROUGH POLICE DEPARTMENT,HATBORO,PA,MONTGOMERY,42091,PA0460900,7434,1,PA,Montgomery,812970.0,394888.0,418082.0,4.6,77.4,8.7,0.1,7.0,0.0,80675.0,6.6,6.4,6.5,41.1703592,-76.87690759999998,14,4300,14,1.0,0,0.0,0,2,0.0,1,2,1,2,2
279,NORTH HUNTINGDON TOWNSHIP POLICE DEPARTMENT,NORTH HUNTINGDON,PA,WESTMORELAND,42129,PA0650900,30681,1,PA,Westmoreland,361251.0,176227.0,185024.0,1.0,94.3,2.3,0.1,0.8,0.0,52247.0,10.4,5.6,4.9,40.2353963,-79.4703885,26,45000,25,0.9615384615384616,1,0.038461538461538464,0,2,0.0,2,2,1,2,2
280,NORTH LEBANON TOWNSHIP POLICE DEPARTMENT,LEBANON,PA,LEBANON,42075,PA0381300,11897,1,PA,Lebanon,135776.0,66380.0,69396.0,11.0,84.7,1.7,0.1,1.1,0.0,55499.0,11.3,6.9,2.5,40.3409251,-76.4113497,12,4000,12,1.0,0,0.0,0,1,0.0,1,2,1,2,2
287,SAYRE BOROUGH POLICE DEPARTMENT,SAYRE,PA,BRADFORD,42015,PA0080300,5357,1,PA,Bradford,62228.0,30666.0,31562.0,1.4,96.2,0.5,0.1,0.6,0.0,48987.0,13.6,5.6,1.6,41.9564953,-78.649163,11,4000,11,1.0,0,0.0,0,2,0.0,-8,1,1,1,1
295,UPPER GWYNEDD TOWNSHIP POLICE DEPARTMENT,WEST POINT,PA,MONTGOMERY,42091,PA0462800,15975,1,PA,Montgomery,812970.0,394888.0,418082.0,4.6,77.4,8.7,0.1,7.0,0.0,80675.0,6.6,6.4,6.5,41.1703592,-76.87690759999998,20,10000,19,0.95,0,0.0,0,1,0.0,1,1,1,2,2
302,WEST DEER TOWNSHIP POLICE DEPARTMENT,CHESWICK,PA, ,42003,PA0021D00,11902,1,PA,Allegheny,1231145.0,592511.0,638634.0,1.8,79.6,12.9,0.1,3.3,0.0,53040.0,13.0,7.1,4.7,40.4450813,-80.0087746,11,8191,11,1.0,0,0.0,0,1,0.0,1,1,1,2,2
309,CALEXICO POLICE DEPARTMENT,CALEXICO,CA,IMPERIAL,6025,CA0130200,40232,1,CA,Imperial,178206.0,91167.0,87039.0,81.8,12.6,2.5,0.7,1.4,0.1,41079.0,24.0,17.4,2.0,32.8475528,-115.56943909999998,31,21500,3,0.0967741935483871,0,0.0,27,1,0.8709677419354839,1,1,1,2,2
310,NEWARK POLICE DEPARTMENT,NEWARK,CA,ALAMEDA,6001,CA0010800,45810,1,CA,Alameda,1584983.0,776699.0,808284.0,22.6,33.0,11.3,0.3,27.5,0.8,75619.0,12.5,8.3,3.6,37.7798721,-122.2821855,61,29325,39,0.639344262295082,2,0.03278688524590164,6,1,0.09836065573770492,1,1,1,2,2
315,PLAINFIELD POLICE DEPARTMENT,PLAINFIELD,CT,WINDHAM COUNTY,9015,CT0010900,15067,1,CT,Windham,117470.0,58212.0,59258.0,10.5,84.1,1.9,0.0,1.2,0.0,59392.0,10.7,9.3,1.0,41.6998208,-72.1570219,17,16500,13,0.7647058823529411,0,0.0,4,2,0.23529411764705882,1,2,1,2,2
316,STRATFORD POLICE DEPARTMENT,STRATFORD,CT,FAIRFIELD,9001,CT0013800,52148,1,CT,Fairfield,939983.0,457634.0,482349.0,18.3,64.1,10.4,0.1,5.0,0.0,84233.0,9.0,9.0,1.3,41.1408363,-73.2612615,104,31000,73,0.7019230769230769,10,0.09615384615384616,21,1,0.20192307692307693,1,2,1,1,1
317,ELSMERE BUREAU OF POLICE,ELSMERE,DE,NEW CASTLE,10003,DE0020700,6106,1,DE,New Castle,549643.0,265915.0,283728.0,9.2,59.8,23.6,0.2,5.0,0.0,65476.0,11.4,7.4,4.2,39.66203970000001,-75.5668166,12,5200,12,1.0,0,0.0,0,2,0.0,1,2,1,1,1
321,EDGEWOOD POLICE DEPARTMENT,EDGEWOOD,FL,ORANGE,12095,FL0481000,2852,1,FL,Orange,1229039.0,603946.0,625093.0,28.7,43.5,19.9,0.1,5.1,0.0,47943.0,17.8,9.1,4.0,28.4844995,-81.2518833,16,4199,13,0.8125,1,0.0625,2,1,0.125,1,1,1,2,2
322,INDIAN CREEK VILLAGE PUBLIC SAFETY,SURFSIDE,FL,MIAMI-DADE,12086,FL0132500,91,1,FL,Miami-Dade,2639042.0,1280221.0,1358821.0,65.6,15.1,16.8,0.1,1.5,0.0,43129.0,20.4,10.0,5.2,25.551603399999998,-80.6326916,12,78,6,0.5,0,0.0,6,1,0.5,1,1,2,2,2
326,MEDLEY POLICE DEPARTMENT,MEDLEY,FL,MIAMI-DADE,12086,FL0132700,843,1,FL,Miami-Dade,2639042.0,1280221.0,1358821.0,65.6,15.1,16.8,0.1,1.5,0.0,43129.0,20.4,10.0,5.2,25.551603399999998,-80.6326916,38,5592,9,0.23684210526315788,2,0.05263157894736842,27,2,0.7105263157894737,1,2,1,2,2
328,ORANGE PARK POLICE DEPARTMENT,ORANGE PARK,FL,CLAY,12019,FL0100200,8783,1,FL,Clay,197417.0,96931.0,100486.0,8.8,75.1,9.6,0.2,3.0,0.1,58290.0,10.5,10.7,7.4,29.9943564,-81.77870209999998,23,38000,23,1.0,0,0.0,0,1,0.0,1,1,1,2,2
329,SWEETWATER POLICE DEPARTMENT,SWEETWATER,FL,MIAMI-DADE,12086,FL0132900,20701,1,FL,Miami-Dade,2639042.0,1280221.0,1358821.0,65.6,15.1,16.8,0.1,1.5,0.0,43129.0,20.4,10.0,5.2,25.551603399999998,-80.6326916,32,18074,3,0.09375,0,0.0,28,1,0.875,1,1,1,2,2
332,CHARLTON COUNTY SHERIFF'S DEPARTMENT,FOLKSTON,GA,CHARLTON,13049,GA0240000,12497,2,GA,Charlton,13130.0,7024.0,6106.0,11.3,62.2,25.0,0.7,0.2,0.0,42778.0,17.2,13.8,4.6,30.791736100000005,-82.08429009999998,16,5394,13,0.8125,3,0.1875,0,2,0.0,2,2,1,2,2
333,CLINCH COUNTY SHERIFF'S OFFICE,HOMERVILLE,GA,CLINCH,13065,GA0320000,6829,2,GA,Clinch,6791.0,3359.0,3432.0,4.2,66.2,26.4,0.8,0.4,0.0,24015.0,35.0,10.7,6.1,30.9716985,-82.82097399999998,11,5400,10,0.9090909090909091,0,0.0,0,2,0.0,-8,2,1,2,-9
334,FITZGERALD POLICE DEPARTMENT,FITZGERALD,GA,BEN HILL,13017,GA0090100,8927,1,GA,Ben Hill,17477.0,8349.0,9128.0,6.2,56.5,35.7,0.0,0.0,0.0,29994.0,35.3,9.7,5.9,31.7664035,-83.2077645,31,11500,27,0.8709677419354839,4,0.12903225806451613,0,1,0.0,1,1,1,2,2
335,LOWNDES COUNTY SHERIFF'S OFFICE,VALDOSTA,GA,LAWNDES,13185,GA0920000,114628,2,GA,Lowndes,113203.0,55627.0,57576.0,5.4,54.8,35.7,0.1,1.7,0.0,36834.0,26.5,13.0,5.1,30.8600022,-83.29340859999999,121,65729,83,0.6859504132231405,33,0.2727272727272727,3,1,0.024793388429752067,-8,2,1,2,2
339,MAUI POLICE DEPARTMENT,WAILUKU,HI,MAUI,15009,HI0050000,165386,1,HI,Maui,160863.0,80790.0,80073.0,10.8,31.4,0.6,0.1,26.7,9.6,66476.0,11.0,6.9,,20.7983626,-156.3319253,363,131794,92,0.2534435261707989,2,0.005509641873278237,9,2,0.024793388429752067,2,2,1,2,2
340,CLINTON COUNTY SHERIFF'S OFFICE,CLINTON,IA,CLINTON,19045,IA0230000,47309,2,IA,Clinton,48365.0,23788.0,24577.0,2.9,91.7,2.7,0.4,0.7,0.0,50498.0,13.9,4.8,1.6,41.8444735,-90.1887379,25,3855,25,1.0,0,0.0,0,2,0.0,2,2,1,2,2
342,DES MOINES POLICE DEPARTMENT,DES MOINES,IA,POLK,19153,IA0770300,215247,1,IA,Polk,452369.0,222477.0,229892.0,7.9,79.5,6.1,0.2,3.9,0.1,60061.0,12.9,5.8,1.6,41.6278423,-93.5003454,348,185387,312,0.896551724137931,12,0.034482758620689655,11,1,0.031609195402298854,1,1,1,2,2
359,CAHOKIA POLICE DEPARTMENT,CAHOKIA,IL, ,17163,IL0820300,14260,1,IL,St. Clair,267029.0,128729.0,138300.0,3.7,62.5,29.7,0.2,1.3,0.0,49895.0,18.2,8.9,13.5,38.40081199999999,-89.9253233,31,10450,25,0.8064516129032258,5,0.16129032258064516,1,2,0.03225806451612903,1,2,1,2,2
362,CHICAGO HEIGHTS POLICE DEPARTMENT,CHICAGO HEIGHTS,IL,COOK,17031,IL0161900,30026,1,IL,Cook,5236393.0,2537245.0,2699148.0,24.7,43.1,23.7,0.1,6.7,0.0,55251.0,17.1,10.7,7.5,41.737658700000004,-87.697554,76,32000,53,0.6973684210526315,12,0.15789473684210525,9,2,0.11842105263157894,1,2,2,2,2
371,HAWTHORN WOODS POLICE DEPARTMENT,HAWTHORN WOODS,IL,LAKE,17097,IL0493800,8164,1,IL,Lake,702898.0,350658.0,352240.0,20.7,63.8,6.7,0.1,6.7,0.0,78026.0,9.6,7.9,8.9,42.368936299999994,-87.82715340000001,12,3000,9,0.75,0,0.0,3,2,0.25,1,2,2,1,1
373,HINSDALE POLICE DEPARTMENT,HINSDALE,IL,DUPAGE,17043,IL0221000,15297,1,IL,DuPage,930412.0,456274.0,474138.0,13.9,68.6,4.6,0.1,10.8,0.0,79658.0,7.4,7.0,8.2,41.8243831,-88.0900762,25,14105,25,1.0,0,0.0,0,2,0.0,1,1,1,2,2
375,JOLIET POLICE DEPARTMENT,JOLIET,IL, ,17197,IL0990700,109640,1,IL,Will,683995.0,339609.0,344386.0,16.3,65.6,11.0,0.1,5.0,0.0,76101.0,7.9,7.8,8.8,41.5054724,-88.0900762,265,46247,223,0.8415094339622642,20,0.07547169811320754,20,1,0.07547169811320754,1,1,1,2,2
380,LEMONT POLICE DEPARTMENT,LEMONT,IL,COOK,17031,IL0166000,16886,1,IL,Cook,5236393.0,2537245.0,2699148.0,24.7,43.1,23.7,0.1,6.7,0.0,55251.0,17.1,10.7,7.5,41.737658700000004,-87.697554,27,6000,25,0.9259259259259259,0,0.0,2,1,0.07407407407407407,1,1,1,2,2
382,MILAN POLICE DEPARTMENT,MILAN,IL,ROCK ISLAND,17161,IL0810500,5038,1,IL,Rock Island,147161.0,72422.0,74739.0,12.3,73.9,9.2,0.2,2.1,0.0,48817.0,14.9,7.9,1.7,41.5094771,-90.57874759999999,14,5000,13,0.9285714285714286,0,0.0,1,2,0.07142857142857142,1,2,2,1,1
385,NORTHLAKE POLICE DEPARTMENT,NORTHLAKE,IL,COOK,17031,IL0167700,12391,1,IL,Cook,5236393.0,2537245.0,2699148.0,24.7,43.1,23.7,0.1,6.7,0.0,55251.0,17.1,10.7,7.5,41.737658700000004,-87.697554,39,15000,33,0.8461538461538461,1,0.02564102564102564,5,1,0.1282051282051282,1,1,1,1,1
386,OLYMPIA FIELDS POLICE DEPARTMENT,OLYMPIA FIELDS,IL,COOK,17031,IL0168200,4913,1,IL,Cook,5236393.0,2537245.0,2699148.0,24.7,43.1,23.7,0.1,6.7,0.0,55251.0,17.1,10.7,7.5,41.737658700000004,-87.697554,21,6400,9,0.42857142857142855,6,0.2857142857142857,4,1,0.19047619047619047,1,1,1,1,1
388,PARK CITY POLICE DEPARTMENT,PARK CITY,IL,LAKE,17097,IL0492500,7350,1,IL,Lake,702898.0,350658.0,352240.0,20.7,63.8,6.7,0.1,6.7,0.0,78026.0,9.6,7.9,8.9,42.368936299999994,-87.82715340000001,11,5908,9,0.8181818181818182,1,0.09090909090909091,1,2,0.09090909090909091,2,2,2,2,2
389,PIATT COUNTY SHERIFF'S OFFICE,MONTICELLO,IL,PIATT,17147,IL0740000,16560,2,IL,Piatt,16495.0,8171.0,8324.0,1.1,96.8,0.4,0.0,0.1,0.0,66261.0,6.2,6.3,2.2,40.0543526,-88.55653099999998,12,3000,11,0.9166666666666666,0,0.0,0,2,0.0,1,2,2,1,1
392,PULASKI COUNTY SHERIFF'S OFFICE,MOUND CITY,IL,PULASKI,17153,IL0770000,5619,2,IL,Pulaski,5871.0,2868.0,3003.0,1.8,63.5,32.0,0.2,0.2,0.0,31980.0,20.2,16.2,2.8,37.2136615,-89.2059111,12,6500,12,1.0,0,0.0,0,2,0.0,2,1,1,2,2
401,ANDERSON POLICE DEPARTMENT,ANDERSON,IN,MADISON,18095,IN0480200,54644,1,IN,Madison,130280.0,65208.0,65072.0,3.6,85.8,7.7,0.1,0.4,0.1,44195.0,17.1,9.3,2.0,38.735893299999994,-85.37995769999998,104,60000,90,0.8653846153846154,9,0.08653846153846154,1,1,0.009615384615384616,1,1,1,2,2
417,GARY POLICE DEPARTMENT,GARY,IN,LAKE,18089,IN0450500,76424,1,IN,Lake,491596.0,237712.0,253884.0,17.7,54.8,24.4,0.2,1.3,0.0,50135.0,17.9,10.5,9.8,41.4897279,-87.30161319999998,188,69918,59,0.31382978723404253,114,0.6063829787234043,15,2,0.0797872340425532,1,1,1,1,1
420,LOGANSPORT POLICE DEPARTMENT,LOGANSPORT,IN,CASS,18017,IN0090100,17619,1,IN,Cass,38476.0,19243.0,19233.0,13.6,81.8,1.4,0.3,1.4,0.0,42290.0,15.6,8.7,1.6,40.819908899999994,-86.3376761,36,7750,36,1.0,0,0.0,0,2,0.0,2,2,2,2,2
425,SPEEDWAY POLICE DEPARTMENT,SPEEDWAY,IN,MARION,18097,IN0490300,12102,1,IN,Marion,926335.0,446372.0,479963.0,9.7,58.1,26.8,0.2,2.4,0.0,42168.0,21.1,10.1,8.0,40.5583739,-85.6591442,35,25000,33,0.9428571428571428,1,0.02857142857142857,1,1,0.02857142857142857,1,1,1,2,2
426,TERRE HAUTE POLICE DEPARTMENT,TERRE HAUTE,IN,VIGO,18167,IN0840100,56545,1,IN,Vigo,108268.0,54952.0,53316.0,2.5,86.1,6.1,0.2,1.9,0.0,40313.0,20.5,8.9,1.9,39.416538200000005,-87.42075179999998,130,46095,126,0.9692307692307692,4,0.03076923076923077,0,1,0.0,1,1,1,1,1
434,LAWRENCE POLICE DEPARTMENT,LAWRENCE,KS,DOUGLAS,20045,KS0230100,95358,1,KS,Douglas,114967.0,57490.0,57477.0,5.7,80.1,3.8,2.2,4.4,0.0,50939.0,19.0,6.0,2.7,38.9107835,-95.2684437,143,100142,127,0.8881118881118881,8,0.055944055944055944,4,1,0.027972027972027972,1,2,2,2,2
439,OTTAWA POLICE DEPARTMENT,OTTAWA,KS,FRANKLIN,20059,KS0300100,12356,1,KS,Franklin,25753.0,12675.0,13078.0,3.9,91.2,1.2,0.4,0.2,0.0,51081.0,13.1,6.9,1.6,37.5244779,-94.7049592,28,8000,25,0.8928571428571429,0,0.0,3,2,0.10714285714285714,1,2,1,2,2
451,PIKEVILLE POLICE DEPARTMENT,PIKEVILLE,KY,PIKE 098,21195,KY0980100,7106,1,KY,Pike,63434.0,31019.0,32415.0,0.8,97.2,0.9,0.1,0.6,0.0,33183.0,22.9,10.7,3.3,37.4842087,-82.4752757,21,12000,21,1.0,0,0.0,0,1,0.0,1,1,1,2,2
452,ROWAN COUNTY SHERIFF'S OFFICE,MOREHEAD,KY,ROWAN,21205,KY1030000,24451,2,KY,Rowan,23608.0,11316.0,12292.0,1.2,94.3,1.7,0.3,0.5,0.0,36860.0,26.0,6.5,3.1,38.177068,-83.46435509999998,12,8000,12,1.0,0,0.0,0,2,0.0,1,1,1,1,1
461,VIDALIA POLICE DEPARTMENT,VIDALIA,LA,CONCORDIA PARISH,22029,LA0150200,4054,1,LA,Concordia,20449.0,10375.0,10074.0,1.2,57.0,41.1,0.1,0.1,0.1,29654.0,30.5,11.7,10.2,31.4808983,-91.637215,44,3600,25,0.5681818181818182,19,0.4318181818181818,0,2,0.0,1,1,1,2,2
462,ADAMS POLICE DEPARTMENT,ADAMS,MA,BERKSHIRE,25003,MA0020100,8110,1,MA,Berkshire,129288.0,62393.0,66895.0,3.9,89.7,2.7,0.2,1.5,0.0,49956.0,13.0,8.9,1.5,42.311782,-73.1821623,16,11000,16,1.0,0,0.0,0,2,0.0,1,2,1,2,2
464,AVON POLICE DEPARTMENT,AVON,MA,NORFOLK,25021,MA0110100,4528,1,MA,Norfolk,687721.0,329431.0,358290.0,3.8,78.1,6.0,0.1,9.7,0.0,88262.0,6.6,6.9,1.3,42.1195426,-71.3250563,11,7500,11,1.0,0,0.0,0,2,0.0,-8,2,1,1,1
465,BURLINGTON POLICE DEPARTMENT,BURLINGTON,MA,MIDDLESEX,25017,MA0091000,26351,1,MA,Middlesex,1556116.0,758542.0,797574.0,7.3,74.7,4.6,0.1,10.5,0.0,85118.0,8.3,6.1,1.3,42.467206,-71.2874209,59,20693,59,1.0,0,0.0,0,2,0.0,-8,2,1,2,2
469,LINCOLN POLICE DEPARTMENT,LINCOLN,MA,MIDDLESEX,25017,MA0092400,6785,1,MA,Middlesex,1556116.0,758542.0,797574.0,7.3,74.7,4.6,0.1,10.5,0.0,85118.0,8.3,6.1,1.3,42.467206,-71.2874209,13,9000,13,1.0,0,0.0,0,1,0.0,1,1,1,1,2
470,LYNN POLICE DEPARTMENT,LYNN,MA,ESSEX,25009,MA0051400,92697,1,MA,Essex,763849.0,367791.0,396058.0,18.2,73.6,2.9,0.1,3.4,0.0,69068.0,11.4,7.7,1.4,42.63195820000001,-70.78293149999999,181,87802,152,0.8397790055248618,8,0.04419889502762431,16,1,0.08839779005524862,1,2,1,2,2
471,MILFORD POLICE DEPARTMENT,MILFORD,MA,WORCHESTER,25027,MA0142800,28646,1,MA,Worcester,810935.0,399807.0,411128.0,10.2,79.0,4.2,0.2,4.4,0.0,65313.0,11.8,7.8,0.9,42.262593200000005,-71.8022934,45,25693,45,1.0,0,0.0,0,2,0.0,1,2,1,2,2
473,PLYMOUTH COUNTY SHERIFF'S OFFICE,PLYMOUTH,MA, ,25023,MA0120000,513565,2,MA,Plymouth,503681.0,245337.0,258344.0,3.5,82.9,8.6,0.1,1.3,0.0,75459.0,8.2,7.9,1.9,41.958445700000006,-70.66726209999999,55,24000,49,0.8909090909090909,3,0.05454545454545454,3,2,0.05454545454545454,2,2,2,2,2
474,SOMERVILLE POLICE DEPARTMENT,SOMERVILLE,MA, ,25017,MA0093900,81322,1,MA,Middlesex,1556116.0,758542.0,797574.0,7.3,74.7,4.6,0.1,10.5,0.0,85118.0,8.3,6.1,1.3,42.467206,-71.2874209,129,29000,103,0.7984496124031008,9,0.06976744186046512,12,1,0.09302325581395349,1,1,1,2,2
475,GARRETT COUNTY SHERIFF'S OFFICE,OAKLAND,MD,GARRETT,24023,MD0120000,29425,2,MD,Garrett,29813.0,14765.0,15048.0,0.9,96.7,0.6,0.1,0.4,0.0,45432.0,12.4,7.0,2.1,39.568124299999994,-79.29021329999998,30,15000,30,1.0,0,0.0,0,1,0.0,1,1,1,2,2
477,MOUNT RAINIER POLICE,MOUNT RAINIER,MD,"PRINCE GEORGES, NPQ",24033,MD0171900,8455,1,MD,Prince George's,892816.0,429603.0,463213.0,16.2,14.3,62.6,0.2,4.2,0.0,74260.0,9.6,8.7,3.9,38.78492110000001,-76.8720961,17,9000,8,0.47058823529411764,7,0.4117647058823529,1,1,0.058823529411764705,1,1,1,1,2
484,BEMIDJI POLICE DEPARTMENT,BEMIDJI,MN,BELTRAMI,27007,MN0040100,14942,1,MN,Beltrami,45434.0,22740.0,22694.0,1.9,73.4,0.8,20.0,0.9,0.1,44757.0,18.8,10.6,1.1,47.542468400000004,-96.530344,33,18000,33,1.0,0,0.0,0,2,0.0,1,1,2,2,2
486,BROOKLYN PARK POLICE DEPARTMENT,BROOKLYN PARK,MN,HENNEPIN,27053,MN0270300,79707,1,MN,Hennepin,1197776.0,589781.0,607995.0,6.8,70.4,12.0,0.6,6.7,0.0,65834.0,12.5,6.0,1.9,45.0208911,-93.5094574,99,58920,89,0.898989898989899,4,0.04040404040404041,2,1,0.020202020202020204,1,2,1,1,1
493,LAKE COUNTY SHERIFF'S OFFICE,TWO HARBORS,MN,LAKE,27075,MN0380000,10625,2,MN,Lake,10750.0,5451.0,5299.0,1.2,96.3,0.1,0.2,0.0,0.1,48417.0,13.0,4.8,0.9,43.84190359999999,-93.83189490000001,17,2500,17,1.0,0,0.0,0,1,0.0,1,2,2,2,2
499,OTTER TAIL COUNTY SHERIFF'S OFFICE,FERGUS FALLS,MN,OTTER TAIL,27111,MN0560000,58085,2,MN,Otter Tail,57511.0,28840.0,28671.0,3.0,93.7,1.2,0.3,0.6,0.0,52365.0,10.0,4.4,1.0,46.518943500000006,-95.89359830000001,36,15751,36,1.0,0,0.0,0,1,0.0,1,2,1,1,1
502,SHAKOPEE POLICE DEPARTMENT,SHAKOPEE,MN,SCOTT,27139,MN0700400,40610,1,MN,Scott,137322.0,68449.0,68873.0,4.7,83.3,2.8,0.6,5.9,0.0,87794.0,5.7,4.6,2.0,44.683407200000005,-93.5407909,47,25000,46,0.9787234042553191,0,0.0,0,2,0.0,1,1,1,2,2
524,SALEM POLICE DEPARTMENT,SALEM,MO,DENT,29065,MO0330100,4924,1,MO,Dent,15612.0,7651.0,7961.0,1.4,95.2,0.4,0.6,0.6,0.0,36831.0,23.8,9.2,4.3,37.544666,-91.443469,12,6567,12,1.0,0,0.0,0,1,0.0,1,1,1,2,2
531,OKTIBBEHA COUNTY SHERIFF'S DEPARTMENT,STARKVILLE,MS,OKTIBBEHA,28105,MS0530000,49833,2,MS,Oktibbeha,49048.0,24592.0,24456.0,1.6,57.4,36.9,0.2,3.0,0.0,32485.0,33.7,13.3,5.6,33.3886689,-88.90306,28,7000,20,0.7142857142857143,7,0.25,1,2,0.03571428571428571,2,2,1,2,2
532,SIMPSON COUNTY SHERIFF'S DEPARTMENT,MENDENHALL,MS,SIMPSON,28127,MS0640000,26912,2,MS,Simpson,27401.0,13373.0,14028.0,1.8,61.6,35.7,0.0,0.0,0.0,35375.0,26.1,10.9,14.0,31.901773600000002,-89.9253233,18,10000,15,0.8333333333333334,3,0.16666666666666666,0,1,0.0,-8,1,1,2,2
535,GALLATIN COUNTY SHERIFF'S OFFICE,BOZEMAN,MT,GALLATIN,30031,MT0160000,104502,2,MT,Gallatin,95323.0,49111.0,46212.0,3.1,92.6,0.4,0.9,1.2,0.0,55553.0,13.2,6.3,1.1,45.5388865,-111.11942309999999,58,30000,0,0.0,0,0.0,0,1,0.0,1,1,1,2,2
536,MADISON COUNTY SHERIFF'S OFFICE,VIRGINIA CITY,MT,MADISON,30057,MT0290000,7924,2,MT,Madison,7767.0,4082.0,3685.0,3.0,94.3,0.6,0.5,0.1,0.3,46250.0,10.7,4.8,1.3,45.466729,-111.8865015,11,200,11,1.0,0,0.0,0,1,0.0,2,2,1,2,2
549,NEMAHA COUNTY SHERIFF'S OFFICE,AUBURN,NE,NEMAHA,31127,NB0640000,6971,2,NE,Nemaha,7168.0,3481.0,3687.0,2.3,94.6,1.0,0.6,0.5,0.0,49656.0,8.6,8.0,,40.338334700000004,-95.6730453,11,2200,11,1.0,0,0.0,0,1,0.0,-8,2,1,2,2
550,RALSTON POLICE DEPARTMENT,RALSTON,NE,DOUGLAS,31055,NB0280400,7329,1,NE,Douglas,537655.0,264652.0,273003.0,11.8,71.0,11.1,0.4,3.1,0.0,54659.0,14.6,5.7,3.7,40.593943700000004,-96.3877734,12,2903,12,1.0,0,0.0,0,2,0.0,1,2,1,2,2
568,NEWMARKET POLICE DEPARTMENT,NEWMARKET,NH,ROCKINGHAM,33015,NH0084600,8964,1,NH,Rockingham,299006.0,147837.0,151169.0,2.5,93.5,0.7,0.1,1.8,0.0,81198.0,5.5,5.6,0.8,42.9931261,-71.04977679999999,13,21000,13,1.0,0,0.0,0,1,0.0,2,1,1,1,1
571,ATLANTIC CITY POLICE,ATLANTIC CITY,NJ,ATLANTIC,34001,NJ0010200,38735,1,NJ,Atlantic,275376.0,133217.0,142159.0,18.1,57.0,14.3,0.2,8.2,0.0,54461.0,15.2,12.5,3.1,39.3642834,-74.4229266,268,130000,184,0.6865671641791045,53,0.19776119402985073,24,1,0.08955223880597014,1,1,1,2,2
573,BORDENTOWN TOWNSHIP POLICE,BORDENTOWN,NJ,BURLINGTON,34005,NJ0030400,12095,1,NJ,Burlington,450556.0,221673.0,228883.0,7.3,69.0,15.6,0.1,4.6,0.0,78621.0,6.4,8.5,6.6,40.071222,-74.86488729999998,23,9079,21,0.9130434782608695,2,0.08695652173913043,0,1,0.0,1,1,1,1,1
574,CINNAMINSON TOWNSHIP POLICE,CINNAMINSON,NJ,BURLINGTON,34005,NJ0030800,16532,1,NJ,Burlington,450556.0,221673.0,228883.0,7.3,69.0,15.6,0.1,4.6,0.0,78621.0,6.4,8.5,6.6,40.071222,-74.86488729999998,24,7668,23,0.9583333333333334,0,0.0,0,2,0.0,1,1,2,2,2
