,AGENCYNAME,CITY,STATE,COUNTY,FIPS,ORI9,POPSERVED,AGENCYTYPE,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,Poverty,Unemployment,gun_homicide_rate_smoothed,lat,lng,PERS_TOTAL,OPER_DIS,PERS_WHITE,FRAC_WHITE,PERS_BLACK,FRAC_BLACK,PERS_HISP,POL_CULTAW,FRAC_HISP,CP_MISSION,CP_PLAN,POL_MENTILL,PERS_CULTURE,PERS_CONFLICT
2270,CITRUS COUNTY SHERIFF'S OFFICE,INVERNESS,FL,CITRUS,12017,FL0090000,143621,2,FL,Citrus,139654.0,67381.0,72273.0,5.1,88.9,2.8,0.3,1.6,0.0,38312.0,17.4,13.1,3.6,28.884884200000002,-82.51858370000001,215,90866,197,0.9162790697674419,4,0.018604651162790697,12,1,0.05581395348837209,1,2,1,2,2
2271,HIGHLANDS COUNTY SHERIFF'S OFFICE,SEBRING,FL,HIGHLANDS,12055,FL0280000,100917,2,FL,Highlands,98328.0,47994.0,50334.0,18.3,69.2,9.4,0.2,1.5,0.1,35093.0,19.4,13.3,3.0,27.340028600000004,-81.34002679999998,133,120000,109,0.8195488721804511,6,0.045112781954887216,13,1,0.09774436090225563,1,1,1,2,2
2272,MIAMI GARDENS POLICE DEPARTMENT,MIAMI GARDENS,FL,MIAMI-DADE,12086,FL0139700,113058,1,FL,Miami-Dade,2639042.0,1280221.0,1358821.0,65.6,15.1,16.8,0.1,1.5,0.0,43129.0,20.4,10.0,5.2,25.551603399999998,-80.6326916,208,80159,62,0.2980769230769231,83,0.39903846153846156,63,1,0.30288461538461536,1,1,1,2,2
2273,SUMTER COUNTY SHERIFF'S OFFICE,BUSHNELL,FL, ,12119,FL0600000,123996,2,FL,Sumter,108501.0,55190.0,53311.0,5.7,84.1,8.1,0.3,0.7,0.0,50350.0,10.9,9.0,3.0,28.6747526,-82.08429009999998,200,103140,181,0.905,8,0.04,10,-9,0.05,-9,-9,-9,2,2
2274,WASHINGTON COUNTY SHERIFF'S OFFICE,CHIPLEY,FL,WASHINGTON,12133,FL0670000,24569,2,FL,Washington,24629.0,13478.0,11151.0,3.4,77.4,15.1,0.7,0.1,0.1,38970.0,21.5,11.5,3.6,30.548737,-85.684578,32,29386,28,0.875,0,0.0,1,1,0.03125,1,2,2,2,2
2275,SPRINGFIELD POLICE DEPARTMENT,SPRINGFIELD,IL,SANGAMON,17167,IL0840200,115713,1,IL,Sangamon,199016.0,95552.0,103464.0,2.1,81.3,12.2,0.1,1.8,0.0,56167.0,15.6,7.9,2.5,39.73373529999999,-89.62516459999998,245,130000,221,0.9020408163265307,15,0.061224489795918366,7,1,0.02857142857142857,1,2,1,2,2
2276,TOPEKA POLICE DEPARTMENT,TOPEKA,KS,SHAWNEE,20177,KS0890100,126808,1,KS,Shawnee,178792.0,86783.0,92009.0,11.5,74.8,7.4,0.7,1.1,0.0,50378.0,15.2,6.8,4.3,39.02284849999999,-94.7151865,295,117052,254,0.8610169491525423,8,0.02711864406779661,25,1,0.0847457627118644,1,1,1,1,1
2277,CADDO PARISH SHERIFF'S OFFICE,SHREVEPORT,LA,CADDO,22017,LA0090000,248851,2,LA,Caddo,254742.0,121129.0,133613.0,2.7,46.6,47.7,0.4,1.2,0.0,41234.0,21.5,7.0,8.6,32.6136798,-93.8655303,410,27599,231,0.5634146341463414,171,0.4170731707317073,5,1,0.012195121951219513,-8,2,1,2,2
2278,BRISTOL COUNTY SHERIFF'S OFFICE,NORTH DARTMOUTH,MA, ,25005,MA0030000,558324,2,MA,Bristol,552763.0,267650.0,285113.0,6.8,84.2,3.3,0.0,2.1,0.1,56842.0,12.7,9.0,1.0,41.7938406,-71.1448516,60,80,37,0.6166666666666667,14,0.23333333333333334,9,1,0.15,2,2,1,2,2
2279,CHELSEA POLICE DEPARTMENT,CHELSEA,MA,SUFFOLK,25025,MA0130300,39699,1,MA,Suffolk,758919.0,366767.0,392152.0,21.3,46.5,20.0,0.2,8.6,0.0,55044.0,20.7,8.7,1.4,42.352286600000006,-71.0504229,110,53249,68,0.6181818181818182,4,0.03636363636363636,35,2,0.3181818181818182,1,1,1,2,2
2280,FREDERICK CITY POLICE,FREDERICK,MD,FREDERICK,24021,MD0110300,70060,1,MD,Frederick,241373.0,119038.0,122335.0,8.1,76.0,8.7,0.2,4.2,0.1,83700.0,6.8,5.8,1.0,39.41426879999999,-77.41054090000002,137,43312,119,0.8686131386861314,11,0.08029197080291971,4,1,0.029197080291970802,1,1,1,1,1
2281,FREDERICK COUNTY SHERIFF'S OFFICE,FREDERICK,MD,FREDERICK,24021,MD0110000,247591,2,MD,Frederick,241373.0,119038.0,122335.0,8.1,76.0,8.7,0.2,4.2,0.1,83700.0,6.8,5.8,1.0,39.41426879999999,-77.41054090000002,170,100000,158,0.9294117647058824,8,0.047058823529411764,3,1,0.01764705882352941,1,1,1,2,2
2282,SAINT CLOUD POLICE DEPARTMENT,SAINT CLOUD,MN,STEARNS,27145,MN0730400,53853,1,MN,Stearns,152595.0,76804.0,75791.0,3.0,89.4,3.7,0.3,1.9,0.0,56336.0,13.5,5.0,0.7,45.584479200000004,-94.5865603,99,58237,91,0.9191919191919192,5,0.050505050505050504,3,1,0.030303030303030304,1,2,1,2,2
2283,WOODBRIDGE POLICE,WOODBRIDGE,NJ,MIDDLESEX,34023,NJ0122500,101389,1,NJ,Middlesex,830300.0,408374.0,421926.0,19.6,46.1,9.2,0.1,23.2,0.0,79593.0,8.8,7.5,1.9,40.572603,-74.4926541,195,141773,164,0.841025641025641,4,0.020512820512820513,22,1,0.11282051282051282,2,1,1,1,2
2284,NEWBURGH CITY POLICE DEPARTMENT,NEWBURGH,NY,ORANGE,36071,NY0350200,28200,1,NY,Orange,375384.0,187873.0,187511.0,19.1,66.4,9.3,0.1,2.5,0.0,70848.0,12.8,7.3,1.5,42.34017670000001,-77.03341790000002,86,30126,60,0.6976744186046512,6,0.06976744186046512,20,2,0.23255813953488372,1,2,1,2,2
2285,TROY CITY POLICE DEPARTMENT,TROY,NY,RENSSELAER,36083,NY0410200,49702,1,NY,Rensselaer,159900.0,78944.0,80956.0,4.3,84.6,5.7,0.0,2.3,0.0,60709.0,12.4,7.6,0.9,42.6425794,-73.742898,130,139970,123,0.9461538461538461,3,0.023076923076923078,3,1,0.023076923076923078,1,1,1,2,2
2286,DEARBORN POLICE DEPARTMENT,DEARBORN,MI,WAYNE,26163,MI8234300,94444,1,MI,Wayne,1778969.0,855112.0,923857.0,5.5,49.8,39.2,0.3,2.9,0.0,41210.0,25.0,14.9,7.4,42.2814269,-83.3863214,238,72518,175,0.7352941176470589,13,0.0546218487394958,4,1,0.01680672268907563,1,1,1,1,1
2287,ROWAN COUNTY SHERIFF'S OFFICE,SALISBURY,NC,ROWAN,37159,NC0800000,139933,2,NC,Rowan,138361.0,68359.0,70002.0,8.0,73.2,16.1,0.2,0.9,0.0,43069.0,18.1,11.5,3.3,35.630345500000004,-80.54384499999998,122,42479,118,0.9672131147540983,3,0.02459016393442623,0,2,0.0,2,2,1,2,2
2288,WAYNE COUNTY SHERIFF'S OFFICE,GOLDSBORO,NC,WAYNE,37191,NC0960000,124150,2,NC,Wayne,124355.0,61106.0,63249.0,10.7,54.6,30.9,0.2,1.2,0.0,40390.0,22.3,12.4,5.2,35.356549900000005,-77.973865,118,45662,103,0.8728813559322034,12,0.1016949152542373,3,2,0.025423728813559324,1,2,2,2,2
2289,PEARLAND POLICE DEPARTMENT,PEARLAND,TX,BRAZORIA,48039,TX0201000,107574,1,TX,Brazoria,331741.0,168196.0,163545.0,28.9,50.6,12.8,0.3,5.9,0.0,69749.0,11.2,5.4,5.9,29.0444147,-95.5691126,167,30000,108,0.6467065868263473,8,0.04790419161676647,26,2,0.15568862275449102,1,2,1,2,2
2291,STAFFORD COUNTY SHERIFF'S OFFICE,STAFFORD,VA,STAFFORD,51179,VA0890000,144361,2,VA,Stafford,137145.0,69055.0,68090.0,10.7,65.6,16.7,0.3,2.9,0.1,97144.0,5.2,5.5,2.2,38.422068700000004,-77.40830859999998,184,73784,163,0.8858695652173914,13,0.07065217391304347,6,1,0.03260869565217391,1,1,1,2,2
2292,COLLIERVILLE POLICE DEPARTMENT,COLLIERVILLE,TN,SHELBY,47157,TN0790100,49177,1,TN,Shelby,937750.0,447161.0,490589.0,5.9,37.5,52.5,0.1,2.5,0.0,46224.0,21.4,10.3,14.7,35.1268552,-89.9253233,98,49476,94,0.9591836734693877,3,0.030612244897959183,0,2,0.0,2,2,1,2,2
2293,SCOTTSDALE POLICE DEPARTMENT,SCOTTSDALE,AZ,MARICOPA,4013,AZ0072500,246645,1,AZ,Maricopa,4018143.0,1986158.0,2031985.0,30.1,57.3,4.9,1.6,3.7,0.2,54229.0,17.0,7.7,4.0,33.058106300000006,-112.04764229999999,411,190873,364,0.8856447688564477,12,0.029197080291970802,21,1,0.051094890510948905,1,1,1,2,2
2295,THORNTON POLICE DEPARTMENT,THORNTON,CO,ADAMS,8001,CO0010400,136703,1,CO,Adams,471206.0,237107.0,234099.0,38.6,52.1,3.0,0.5,3.7,0.1,58946.0,13.8,7.9,2.8,39.8398269,-104.19309179999999,172,100000,155,0.9011627906976745,2,0.011627906976744186,12,2,0.06976744186046512,1,1,1,2,2
2296,COLUMBIA COUNTY SHERIFF'S OFFICE,LAKE CITY,FL,COLUMBIA,12023,FL0120000,69299,2,FL,Columbia,67806.0,35080.0,32726.0,5.4,73.4,17.7,0.3,0.8,0.0,41926.0,19.9,14.8,3.9,30.1812696,-82.605118,134,44975,120,0.8955223880597015,10,0.07462686567164178,3,1,0.022388059701492536,1,1,1,2,2
2297,FORT PIERCE POLICE DEPARTMENT,FORT PIERCE,FL,SAINT LUCIE,12111,FL0560100,45295,1,FL,St. Lucie,288006.0,140448.0,147558.0,17.3,59.8,19.1,0.2,1.8,0.0,43459.0,18.3,12.4,3.6,27.499208000000003,-80.34219840000002,108,288000,63,0.5833333333333334,25,0.23148148148148148,18,1,0.16666666666666666,1,1,1,1,2
2298,PORT SAINT LUCIE POLICE DEPARTMENT,PORT SAINT LUCIE,FL,SAINT LUCIE,12111,FL0560200,185132,1,FL,St. Lucie,288006.0,140448.0,147558.0,17.3,59.8,19.1,0.2,1.8,0.0,43459.0,18.3,12.4,3.6,27.499208000000003,-80.34219840000002,229,57349,179,0.7816593886462883,19,0.08296943231441048,26,1,0.11353711790393013,1,1,1,2,2
2299,LAFAYETTE POLICE DEPARTMENT,LAFAYETTE,LA,LAFAYETTE,22055,LA0280300,127626,1,LA,Lafayette,231811.0,113159.0,118652.0,4.3,66.6,25.5,0.2,1.6,0.0,51869.0,16.0,6.3,7.5,30.2240897,-92.0198427,266,208064,210,0.7894736842105263,49,0.18421052631578946,5,1,0.018796992481203006,1,1,1,2,2
2300,CHARLES COUNTY SHERIFF'S OFFICE,LA PLATA,MD,CHARLES,24017,MD0090000,157705,2,MD,Charles,152754.0,73731.0,79023.0,5.0,45.4,41.8,0.7,3.3,0.1,90607.0,7.9,6.3,3.0,38.522178100000005,-77.10249019999998,292,98715,240,0.821917808219178,40,0.136986301369863,6,1,0.02054794520547945,2,1,1,2,1
2301,LEES SUMMIT POLICE DEPARTMENT,LEES SUMMIT,MO,JACKSON,29095,MO0480800,94044,1,MO,Jackson,680905.0,329297.0,351608.0,8.7,62.8,23.5,0.4,1.7,0.2,46869.0,17.9,7.6,8.3,37.3822732,-89.6662063,139,65213,132,0.9496402877697842,5,0.03597122302158273,1,2,0.007194244604316547,1,1,1,2,2
2302,GREENWOOD POLICE DEPARTMENT,GREENWOOD,MS,LEFLORE,28083,MS0420100,14415,1,MS,Leflore,31516.0,15051.0,16465.0,2.5,24.1,72.1,0.0,0.7,0.0,24233.0,41.9,16.3,16.4,33.527442699999995,-90.3748354,47,55000,19,0.40425531914893614,27,0.574468085106383,1,2,0.02127659574468085,-8,2,2,2,2
2303,BILLINGS POLICE DEPARTMENT,BILLINGS,MT,YELLOWSTONE,30111,MT0560100,110323,1,MT,Yellowstone,153692.0,75474.0,78218.0,5.2,87.4,0.6,4.1,0.7,0.1,52802.0,11.5,4.1,1.9,44.662149299999996,-111.1041092,148,80000,140,0.9459459459459459,2,0.013513513513513514,3,2,0.02027027027027027,1,2,1,2,2
2304,LEA COUNTY SHERIFF'S OFFICE,LOVINGTON,NM,LEA,35025,NM0130000,69749,2,NM,Lea,68149.0,35007.0,33142.0,54.5,39.4,3.2,0.7,0.2,0.0,57533.0,15.0,5.9,6.8,32.8968816,-103.3587288,60,13706,38,0.6333333333333333,3,0.05,18,1,0.3,1,1,1,2,2
2305,ABILENE POLICE DEPARTMENT,ABILENE,TX,TAYLOR,48441,TX2210100,116533,1,TX,Taylor,134435.0,65704.0,68731.0,23.2,65.6,7.2,0.4,1.7,0.0,45396.0,17.4,5.9,3.1,30.5701906,-97.40973309999998,204,103973,180,0.8823529411764706,9,0.04411764705882353,13,1,0.06372549019607843,1,2,1,2,2
2306,LONGVIEW POLICE DEPARTMENT,LONGVIEW,TX,GREGG,48183,TX0920500,80100,1,TX,Gregg,123178.0,60328.0,62850.0,17.7,59.3,19.9,0.4,1.4,0.2,47639.0,18.2,5.9,5.4,32.489254700000004,-94.8520636,172,68164,148,0.8604651162790697,17,0.09883720930232558,7,1,0.040697674418604654,1,1,1,1,1
2307,BROWN COUNTY SHERIFF'S OFFICE,GREEN BAY,WI,BROWN,55009,WI0050000,260401,2,WI,Brown,254717.0,126333.0,128384.0,7.9,82.3,2.1,2.1,3.0,0.0,53527.0,11.7,6.1,0.8,44.45616740000001,-87.9334803,155,54937,153,0.9870967741935484,1,0.0064516129032258064,0,1,0.0,2,2,1,2,2
2308,TACOMA POLICE DEPARTMENT,TACOMA,WA,PIERCE,53053,WA0270300,211277,1,WA,Pierce,821952.0,408209.0,413743.0,10.0,68.8,6.5,1.0,6.0,1.3,59953.0,12.7,9.2,2.3,47.067587700000004,-122.1295269,336,86906,280,0.8333333333333334,18,0.05357142857142857,8,2,0.023809523809523808,1,1,1,2,2
2309,MYRTLE BEACH POLICE DEPARTMENT,MYRTLE BEACH,SC,HORRY,45051,SC0260600,32240,1,SC,Horry,290730.0,141358.0,149372.0,6.1,77.0,13.4,0.4,1.1,0.1,43299.0,18.1,8.7,8.4,33.919656700000004,-78.92882420000001,219,127852,207,0.9452054794520548,12,0.0547945205479452,0,1,0.0,1,2,1,2,2
2310,BURBANK POLICE DEPARTMENT,BURBANK,CA,LOS ANGELES,6037,CA0191200,104447,1,CA,Los Angeles,10038388.0,4945351.0,5093037.0,48.2,26.9,8.0,0.2,14.0,0.2,56196.0,18.2,10.0,3.8,34.0522342,-118.24368490000002,147,73901,97,0.6598639455782312,7,0.047619047619047616,33,1,0.22448979591836735,1,1,1,1,1
2311,OCEANSIDE POLICE DEPARTMENT,OCEANSIDE,CA,SAN DIEGO,6073,CA0371000,175464,1,CA,San Diego,3223096.0,1618945.0,1604151.0,32.9,47.0,4.7,0.4,11.2,0.4,64309.0,14.5,8.7,1.7,32.715738,-117.1610838,205,119358,130,0.6341463414634146,14,0.06829268292682927,43,2,0.2097560975609756,1,1,1,1,1
2312,LA PLATA COUNTY SHERIFF'S OFFICE,DURANGO,CO,LA PLATA COUNTY,8067,CO0340000,55623,2,CO,La Plata,53182.0,27010.0,26172.0,12.5,79.6,0.4,5.0,0.7,0.1,60278.0,10.6,5.2,2.7,37.212585700000005,-107.763621,98,29409,89,0.9081632653061225,1,0.01020408163265306,6,1,0.061224489795918366,1,1,1,2,2
2313,NORTH MIAMI BEACH POLICE DEPARTMENT,NORTH MIAMI BEACH,FL,MIAMI-DADE,12086,FL0131000,43891,1,FL,Miami-Dade,2639042.0,1280221.0,1358821.0,65.6,15.1,16.8,0.1,1.5,0.0,43129.0,20.4,10.0,5.2,25.551603399999998,-80.6326916,103,74716,31,0.30097087378640774,23,0.22330097087378642,47,1,0.4563106796116505,1,1,1,2,2
2314,RIVIERA BEACH POLICE DEPARTMENT,RIVIERA BEACH,FL,PALM BEACH,12099,FL0500700,34244,1,FL,Palm Beach,1378806.0,666577.0,712229.0,20.4,57.6,17.5,0.1,2.5,0.0,53363.0,14.5,9.5,4.3,26.7056206,-80.0364297,120,60000,45,0.375,73,0.6083333333333333,1,1,0.008333333333333333,1,2,1,1,1
2315,SANFORD POLICE DEPARTMENT,SANFORD,FL,SEMINOLE,12117,FL0590500,58605,1,FL,Seminole,437346.0,211546.0,225800.0,18.8,64.0,10.8,0.1,4.1,0.1,57010.0,12.1,9.4,4.3,27.8397466,-82.79121339999998,122,92583,71,0.5819672131147541,18,0.14754098360655737,28,2,0.22950819672131148,1,1,1,2,2
2316,WALTON COUNTY SHERIFF'S DEPARTMENT,MONROE,GA,WALTON,13297,GA1470000,90184,2,GA,Walton,86201.0,42055.0,44146.0,3.8,76.7,15.8,0.1,1.3,0.1,54453.0,13.9,7.9,3.8,33.77086129999999,-83.7199136,129,68012,117,0.9069767441860465,11,0.08527131782945736,0,2,0.0,2,2,1,2,2
2317,SAINT CLAIR COUNTY SHERIFF'S OFFICE,BELLEVILLE,IL,SAINT CLAIR,17163,IL0820000,262759,2,IL,St. Clair,267029.0,128729.0,138300.0,3.7,62.5,29.7,0.2,1.3,0.0,49895.0,18.2,8.9,13.5,38.40081199999999,-89.9253233,58,12000,45,0.7758620689655172,11,0.1896551724137931,1,2,0.017241379310344827,1,2,1,2,2
2318,COLUMBIA POLICE DEPARTMENT,COLUMBIA,MO,BOONE,29019,MO0100200,120612,1,MO,Boone,170770.0,82533.0,88237.0,3.2,80.0,8.4,0.1,4.0,0.1,49899.0,19.7,5.0,3.2,39.046854700000004,-92.3813621,169,74957,151,0.893491124260355,7,0.04142011834319527,5,1,0.029585798816568046,1,2,1,2,2
2319,GULFPORT POLICE DEPARTMENT,GULFPORT,MS,HARRISON,28047,MS0240200,72076,1,MS,Harrison,196268.0,97348.0,98920.0,5.4,65.3,23.0,0.4,3.0,0.0,41722.0,20.8,9.7,4.6,30.432087,-89.0179332,145,58098,130,0.896551724137931,15,0.10344827586206896,0,1,0.0,1,1,1,1,2
2320,VINELAND POLICE,VINELAND,NJ,CUMBERLAND,34011,NJ0061400,60525,1,NJ,Cumberland,157035.0,80938.0,76097.0,28.6,48.5,18.6,0.5,1.3,0.0,49984.0,17.9,11.1,3.4,39.369328,-74.942352,147,69290,110,0.7482993197278912,6,0.04081632653061224,31,1,0.2108843537414966,1,1,1,2,2
2321,FARMINGTON POLICE DEPARTMENT,FARMINGTON,NM,SAN JUAN,35045,NM0240200,41629,1,NM,San Juan,125133.0,62024.0,63109.0,19.6,41.0,0.5,36.3,0.5,0.1,48671.0,20.1,9.2,3.5,36.3882439,-108.2377519,137,88000,104,0.7591240875912408,0,0.0,18,2,0.13138686131386862,2,1,1,1,1
2322,KALAMAZOO COUNTY SHERIFF'S OFFICE,KALAMAZOO,MI,KALAMAZOO,26077,MI3913900,261654,2,MI,Kalamazoo,256752.0,125558.0,131194.0,4.5,78.7,10.6,0.2,2.3,0.0,47476.0,18.3,9.1,2.0,42.291706899999994,-85.5872286,140,50100,140,1.0,0,0.0,0,1,0.0,1,2,1,1,2
2323,ALAMANCE COUNTY SHERIFF'S OFFICE,GRAHAM,NC,ALAMANCE,37001,NC0010000,159688,2,NC,Alamance,155258.0,74019.0,81239.0,11.9,65.9,18.2,0.2,1.5,0.1,41814.0,19.2,7.9,4.3,36.0351361,-79.48585489999998,130,23423,120,0.9230769230769231,6,0.046153846153846156,4,-9,0.03076923076923077,1,2,-9,2,2
2324,DURHAM COUNTY SHERIFF'S OFFICE,DURHAM,NC,DURHAM,37063,NC0320000,306212,2,NC,Durham,288817.0,138537.0,150280.0,13.4,42.1,37.1,0.3,4.6,0.0,52503.0,18.0,6.8,3.3,35.99403289999999,-78.898619,181,48880,135,0.7458563535911602,43,0.23756906077348067,1,2,0.0055248618784530384,1,2,1,2,2
2325,BEAUMONT POLICE DEPARTMENT,BEAUMONT,TX,JEFFERSON,48245,TX1230100,118299,1,TX,Jefferson,252872.0,129292.0,123580.0,18.6,42.9,33.3,0.2,3.5,0.0,43540.0,19.9,8.8,6.2,32.7573626,-94.3451926,254,141783,200,0.7874015748031497,37,0.14566929133858267,16,2,0.06299212598425197,1,2,2,2,2
2326,BRYAN POLICE DEPARTMENT,BRYAN,TX,BRAZOS,48041,TX0210100,83260,1,TX,Brazos,205271.0,104060.0,101211.0,24.4,57.6,10.4,0.1,5.7,0.0,39808.0,27.9,6.4,2.2,30.6504141,-96.32260720000001,137,1950,110,0.8029197080291971,7,0.051094890510948905,18,1,0.13138686131386862,1,1,1,2,2
2327,COMAL COUNTY SHERIFF'S OFFICE,NEW BRAUNFELS,TX,COMAL,48091,TX0460000,134788,2,TX,Comal,119632.0,59187.0,60445.0,26.3,69.4,1.9,0.1,0.9,0.0,65833.0,8.8,4.9,4.8,29.810557199999998,-98.22129790000001,151,71411,95,0.6291390728476821,5,0.033112582781456956,50,1,0.33112582781456956,2,2,1,2,2
2328,LAREDO POLICE DEPARTMENT,LAREDO,TX,WEBB,48479,TX2400100,257156,1,TX,Webb,263251.0,128182.0,135069.0,95.3,3.7,0.3,0.1,0.6,0.0,38862.0,31.8,6.0,2.6,27.817448699999996,-99.0128926,473,156294,14,0.02959830866807611,1,0.0021141649048625794,458,1,0.9682875264270613,1,1,1,2,2
2329,MIDLAND POLICE DEPARTMENT,MIDLAND,TX,MIDLAND,48329,TX1650100,134610,1,TX,Midland,151290.0,75306.0,75984.0,41.3,49.7,5.8,0.3,1.5,0.1,68806.0,8.8,3.4,3.2,31.9973456,-102.0779146,182,84000,126,0.6923076923076923,8,0.04395604395604396,46,1,0.25274725274725274,1,1,1,2,2
2330,PHARR POLICE DEPARTMENT,PHARR,TX,HIDALGO,48215,TX1081100,77320,1,TX,Hidalgo,819217.0,399234.0,419983.0,91.0,7.3,0.4,0.1,1.0,0.0,34782.0,34.2,9.9,1.8,26.1003547,-98.2630684,127,3000,0,0.0,0,0.0,127,1,1.0,1,1,2,1,1
2331,MOBILE COUNTY SHERIFF'S OFFICE,MOBILE,AL,MOBILE,1097,AL0020000,414836,2,AL,Mobile,414251.0,198216.0,216035.0,2.6,58.1,35.0,0.6,1.9,0.0,43809.0,19.3,9.8,8.0,30.6953657,-88.0398912,154,31890,125,0.8116883116883117,28,0.18181818181818182,1,1,0.006493506493506494,1,1,1,1,1
2332,DANE COUNTY SHERIFF'S OFFICE,MADISON,WI,DANE,55025,WI0130000,531273,2,WI,Dane,510198.0,252850.0,257348.0,6.2,80.8,5.0,0.2,5.4,0.0,62865.0,12.9,4.9,1.1,43.2505472,-89.5015088,446,64867,406,0.9103139013452914,17,0.03811659192825112,11,1,0.02466367713004484,1,2,1,1,1
2333,CLARK COUNTY SHERIFF'S OFFICE,VANCOUVER,WA,CLARK,53011,WA0060000,467018,2,WA,Clark,444506.0,219826.0,224680.0,8.4,80.3,1.8,0.6,4.1,0.7,60756.0,11.2,8.6,1.9,45.746647100000004,-122.5194378,124,72035,115,0.9274193548387096,3,0.024193548387096774,1,1,0.008064516129032258,2,2,1,1,1
2334,ALBEMARLE COUNTY POLICE DEPARTMENT,CHARLOTTESVILLE,VA,ALBEMARLE,51003,VA0020300,106271,1,VA,Albemarle,103108.0,49365.0,53743.0,5.7,77.4,9.3,0.2,4.4,0.0,68449.0,10.2,3.8,1.7,38.0567092,-78.61149990000001,140,26285,127,0.9071428571428571,8,0.05714285714285714,3,1,0.02142857142857143,1,1,1,1,1
2335,CHARLESTON POLICE DEPARTMENT,CHARLESTON,SC,CHARLESTON,45019,SC0100100,125060,1,SC,Charleston,372904.0,180654.0,192250.0,5.1,63.2,28.5,0.2,1.4,0.0,53437.0,17.2,7.7,7.7,32.776474900000004,-79.93105120000001,427,122274,344,0.8056206088992974,68,0.1592505854800937,10,1,0.0234192037470726,1,1,1,2,2
2336,GILBERT POLICE DEPARTMENT,GILBERT,AZ,MARICOPA,4013,AZ0071100,237133,1,AZ,Maricopa,4018143.0,1986158.0,2031985.0,30.1,57.3,4.9,1.6,3.7,0.2,54229.0,17.0,7.7,4.0,33.058106300000006,-112.04764229999999,220,63223,187,0.85,1,0.004545454545454545,27,1,0.12272727272727273,1,1,1,2,2
2337,ALACHUA COUNTY SHERIFF'S OFFICE,GAINESVILLE,FL,ALACHUA,12001,FL0010000,263496,2,FL,Alachua,254218.0,122968.0,131250.0,8.9,62.7,19.6,0.3,5.6,0.2,43073.0,24.3,7.9,4.6,29.7938144,-82.49442260000002,258,293166,224,0.8682170542635659,18,0.06976744186046512,12,1,0.046511627906976744,1,2,1,2,2
2338,CLEARWATER POLICE DEPARTMENT,CLEARWATER,FL,PINELLAS,12103,FL0520300,114361,1,FL,Pinellas,931477.0,446740.0,484737.0,8.7,75.5,10.1,0.3,3.2,0.1,45819.0,14.4,8.4,3.3,27.876394,-82.7778579,234,158450,192,0.8205128205128205,21,0.08974358974358974,18,2,0.07692307692307693,2,1,1,2,2
2339,PEMBROKE PINES POLICE DEPARTMENT,PEMBROKE PINES,FL,BROWARD,12011,FL0060800,168587,1,FL,Broward,1843152.0,894820.0,948332.0,27.0,40.4,26.9,0.2,3.4,0.0,51968.0,14.5,10.0,5.2,26.190096,-80.365865,217,75264,138,0.6359447004608295,16,0.07373271889400922,57,1,0.2626728110599078,2,2,1,2,2
2340,SANDY SPRINGS POLICE DEPARTMENT,SANDY SPRINGS,GA,FULTON,13121,GA0605600,105703,1,GA,Fulton,983903.0,478161.0,505742.0,7.6,40.4,43.5,0.2,6.3,0.0,57207.0,17.6,9.9,6.1,33.803396500000005,-84.3962535,129,125000,103,0.7984496124031008,17,0.13178294573643412,7,1,0.05426356589147287,1,1,1,2,2
2341,KANSAS CITY POLICE DEPARTMENT,KANSAS CITY,KS,WYANDOTTE,20209,KS1050200,151709,1,KS,Wyandotte,160806.0,79445.0,81361.0,27.2,42.6,23.9,0.5,3.4,0.1,40113.0,23.9,11.2,8.6,39.0986811,-94.76915859999998,334,162295,243,0.7275449101796407,43,0.12874251497005987,44,1,0.1317365269461078,1,1,1,1,2
2342,SABINE PARISH SHERIFF'S OFFICE,MANY,LA,SABINE,22085,LA0430000,23977,2,LA,Sabine,24248.0,12059.0,12189.0,3.7,68.4,16.7,7.6,0.4,0.1,38828.0,19.5,10.6,5.5,31.489325199999996,-93.5003454,59,4190,50,0.847457627118644,9,0.15254237288135594,0,2,0.0,-8,2,2,2,2
2343,TERREBONNE PARISH SHERIFF'S OFFICE,HOUMA,LA, ,22109,LA0550000,113220,2,LA,Terrebonne,112742.0,55725.0,57017.0,4.6,67.9,18.4,5.3,0.9,0.3,47826.0,19.5,5.5,6.5,29.2299682,-90.75328090000001,313,14000,247,0.7891373801916933,52,0.16613418530351437,3,1,0.009584664536741214,-9,-9,1,2,2
2344,LOWELL POLICE DEPARTMENT,LOWELL,MA,MIDDLESEX COUNTY,25017,MA0092600,110558,1,MA,Middlesex,1556116.0,758542.0,797574.0,7.3,74.7,4.6,0.1,10.5,0.0,85118.0,8.3,6.1,1.3,42.467206,-71.2874209,250,92829,198,0.792,6,0.024,33,1,0.132,1,2,1,1,2
2345,GLADSTONE DEPARTMENT OF PUBLIC SAFETY,GLADSTONE,MO,CLAY,29047,MO0240400,27114,1,MO,Clay,230361.0,112738.0,117623.0,6.4,82.8,5.3,0.4,2.1,0.2,62099.0,8.8,6.1,12.0,40.2275342,-92.4524133,49,29965,43,0.8775510204081632,2,0.04081632653061224,0,2,0.0,2,2,1,2,2
